business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level,permanently_closed
OPERATIONAL,"{'location': {'lat': 37.793978, 'lng': -122.408083}, 'viewport': {'northeast': {'lat': 37.79531252989272, 'lng': -122.4066382701073}, 'southwest': {'lat': 37.79261287010728, 'lng': -122.4093379298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Chinatown San Francisco,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115805344571321481159"">Guillermo Sibilia</a>'], 'photo_reference': 'AeJbb3cixzmW7CIdEjtkdvVxi6ZkgOpGYrqdLTCzebaKhQ--iHSqFZ5TMAKK7G3Ea-Jfk8wMVMlA7NoMsVvjhGytPmssit_PFvQ8RwLvTPRnD0V4CinFr7uhegPWVo9Ttr1X6GCksb3bc_74KTmFafgT4c0Drlnr0XXBWOo6tpEsCEzYm_du', 'width': 4032}]",ChIJ1f5_4_KAhYAR-rIwsCEGAvk,"{'compound_code': 'QHVR+HQ Nob Hill, San Francisco, CA, USA', 'global_code': '849VQHVR+HQ'}",4.3,ChIJ1f5_4_KAhYAR-rIwsCEGAvk,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",7928.0,"Stockton St Tunnel, San Francisco",,
OPERATIONAL,"{'location': {'lat': 37.7643873, 'lng': -122.4268969}, 'viewport': {'northeast': {'lat': 37.76575147989271, 'lng': -122.4253293201073}, 'southwest': {'lat': 37.76305182010727, 'lng': -122.4280289798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Misión San Francisco de Asís,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101247923142532401707"">Stephanie Trana</a>'], 'photo_reference': 'AeJbb3f9DM3-wxbATJ4dScgUA79yPl0lSyWlGX2L5a_pNHr2eKU3-HjGANsuAlSeFpYiNFwGEoF_mRY17yWrAcobuaqeO1fXmvUMQjtMPtIOYgUgiT2KJQGjVnUqHfRqJu5PBElOPvUoRpe8qi6oPtRSQcYH2AjUnJiVms_HelKCyKYpDw4O', 'width': 3024}]",ChIJFcynIBl-j4ARhkCe4XekDDs,"{'compound_code': 'QH7F+Q6 Mission Dolores, San Francisco, CA, USA', 'global_code': '849VQH7F+Q6'}",4.6,ChIJFcynIBl-j4ARhkCe4XekDDs,GOOGLE,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",950.0,"3321 16th St, San Francisco",,
OPERATIONAL,"{'location': {'lat': 37.8110519, 'lng': -122.4179404}, 'viewport': {'northeast': {'lat': 37.81215797989272, 'lng': -122.4168320701072}, 'southwest': {'lat': 37.80945832010728, 'lng': -122.4195317298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,SS Jeremiah O'Brien,{'open_now': False},"[{'height': 1162, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111085852685867296039"">Andrea Longinotti</a>'], 'photo_reference': 'AeJbb3f5wekbQs73nbjj7uceZpvBQKJEKK9fib06J_NWHkU-Y8DaeoRYixyu13bqJFEb6tHayyFr2TYaUHJ-SVSt-TBBR9Nywp56N10qcjkZk23-3ozbBcKsUYFewKiNk5KOv9kEyzGGBYKa6aooclaYIh4IiQVotT3iHHoEzt8ZhG9Z_He1', 'width': 2048}]",ChIJR3tgUOKAhYARqS7NZ7xDM44,"{'compound_code': ""RH6J+CR Fisherman's Wharf, San Francisco, CA, USA"", 'global_code': '849VRH6J+CR'}",4.7,ChIJR3tgUOKAhYARqS7NZ7xDM44,GOOGLE,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",1206.0,"Pier 45, San Francisco",,
OPERATIONAL,"{'location': {'lat': 37.7980647, 'lng': -122.4061784}, 'viewport': {'northeast': {'lat': 37.79936762989271, 'lng': -122.4048015201073}, 'southwest': {'lat': 37.79666797010727, 'lng': -122.4075011798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,The Beat Museum,{'open_now': False},"[{'height': 3178, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111383913900870229200"">Lawrence Marcus</a>'], 'photo_reference': 'AeJbb3ccA8iij2I9yrBlpZv-LAkTpWv2P4EtFAAUIrFTEU3naXQ0ysIYfhsWvKBaNzFqp2KnhsOSRY2tTdVAhJx3zd6jWJriYOKSA0oyZIqQeVd7fXQiPTY204EaTHzNO-MP2JU06vAvnYOCHGm4QXv_jWowmZ4XrYrymetuLYU7A26lCr0a', 'width': 3024}]",ChIJY6qvZfSAhYARE-zWxUt9vxE,"{'compound_code': 'QHXV+6G North Beach, San Francisco, CA, USA', 'global_code': '849VQHXV+6G'}",4.4,ChIJY6qvZfSAhYARE-zWxUt9vxE,GOOGLE,"['museum', 'tourist_attraction', 'book_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",222.0,"540 Broadway, San Francisco",,
OPERATIONAL,"{'location': {'lat': 37.8156282, 'lng': -122.5295301}, 'viewport': {'northeast': {'lat': 37.8249366, 'lng': -122.5281876201073}, 'southwest': {'lat': 37.81252540000001, 'lng': -122.5308872798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Point Bonita Lighthouse,{'open_now': False},"[{'height': 2800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102865968447524033167"">mrs md</a>'], 'photo_reference': 'AeJbb3fAz6JRgtMEwt_woSodXutcRNrTWAsfewVbDmI92l1SAWeX5PHDh3WWv1sDkDIyObYvRl4VKlqVc7PSRu2-XGB4sO1fSskRojbyug9KGumZFmEF8-fJyD_NPIPNng9otAGlOlgT15J2i99t-odpmGwo0L0rVAcoq2FA_7dkO_O5IKwd', 'width': 5714}]",ChIJSU5pvf2FhYARuDOFwnkMzfM,"{'compound_code': 'RF8C+75 Sausalito, California, USA', 'global_code': '849VRF8C+75'}",4.7,ChIJSU5pvf2FhYARuDOFwnkMzfM,GOOGLE,"['tourist_attraction', 'premise', 'point_of_interest', 'establishment']",801.0,"San Francisco Bay entrance in the Marin Headlands, Sausalito",,
OPERATIONAL,"{'location': {'lat': 37.7919185, 'lng': -122.4130261}, 'viewport': {'northeast': {'lat': 37.79312087989273, 'lng': -122.4114510701073}, 'southwest': {'lat': 37.79042122010728, 'lng': -122.4141507298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_christian_pinlet,Grace Cathedral,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116476240855296870861"">Audrey Focant</a>'], 'photo_reference': 'AeJbb3dY_OaVYTnVwMknNM2dfQgDY9rolU-c8h2i-DLN2QTkiypcUUn6mlkysYOrZh0jU67IfVYymddEoxabCSkn9Nfv1Vzt0DaBf_Ci8-S7f1TkxTg1di_Q1EYILcbiAxe5qkSQmZe1ScB4PgS7Yy1q9pSV5hsZdwasAEK5g9dX4uosQz6p', 'width': 4032}]",ChIJg2Kun5KAhYARg0g3AF1jbQQ,"{'compound_code': 'QHRP+QQ Nob Hill, San Francisco, CA, USA', 'global_code': '849VQHRP+QQ'}",4.6,ChIJg2Kun5KAhYARg0g3AF1jbQQ,GOOGLE,"['tourist_attraction', 'church', 'place_of_worship', 'point_of_interest', 'establishment']",2041.0,"1100 California St, San Francisco",,
OPERATIONAL,"{'location': {'lat': 36.8076258, 'lng': -119.8818076}, 'viewport': {'northeast': {'lat': 36.80920032989272, 'lng': -119.8804696701073}, 'southwest': {'lat': 36.80650067010727, 'lng': -119.8831693298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Forestiere Underground Gardens,{'open_now': False},"[{'height': 333, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109019888413904619882"">Forestiere Underground Gardens</a>'], 'photo_reference': 'AeJbb3e13m976bmT2O50z-Mu0lzLXBgHxQ-VxV--Mr1kLobYlDhRGPzsmGZNZawWw_MxmdeELyh8-bZJ7CeDArRfGjFsTCQLoqxcVACvHXri1QbN12vs-PdwW-TGYifvCb0R30gNWODSjNUUTLSc-UwLfebpRXGc6YbRlfS3hDaiMg9hTLaz', 'width': 500}]",ChIJeRJX4f9llIARyC9zuWNb6cw,"{'compound_code': 'R459+27 Fresno, California, USA', 'global_code': '8582R459+27'}",4.7,ChIJeRJX4f9llIARyC9zuWNb6cw,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1676.0,"5021 W Shaw Ave, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.7528904, 'lng': -119.8224137}, 'viewport': {'northeast': {'lat': 36.75377687989272, 'lng': -119.8215633201073}, 'southwest': {'lat': 36.75107722010728, 'lng': -119.8242629798928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fresno Chaffee Zoo,{'open_now': False},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113434749977073019731"">Rose Jones</a>'], 'photo_reference': 'AeJbb3eeLEnflyQdp5hbV816QFWmgnn3znyhW8_Qj-2OvN-fKVZ14ZDHMQHu8ChQyiG8pToeAMYavI2pO_Fb38to_ZkpVVgn6o_kTRu5aIHlnKxFKpPrFcA0JS7hDhsKw1ZNuTqLzHVfaZbzgh95puPRAapWl2wFy8B2Czcpp3k2wpkBIv4', 'width': 4032}]",ChIJS29UlTFnlIAR1oHSqxi5gO4,"{'compound_code': 'Q53H+52 Fresno, California, USA', 'global_code': '8582Q53H+52'}",4.6,ChIJS29UlTFnlIAR1oHSqxi5gO4,GOOGLE,"['zoo', 'tourist_attraction', 'point_of_interest', 'establishment']",10630.0,"894 W Belmont Ave, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.7392625, 'lng': -119.7872468}, 'viewport': {'northeast': {'lat': 36.74062862989273, 'lng': -119.7859153201073}, 'southwest': {'lat': 36.73792897010728, 'lng': -119.7886149798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,FAC Water Tower,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102877324096332144040"">Jose Ramirez</a>'], 'photo_reference': 'AeJbb3eSb5P_zsR8uHaVWozN0y3L86vFAONispooXQjLBwrf1Z9liGXok9FPlrc9fPQoTJsyXqf6mSOqu6LFzMcXslUa-KZp1mnQi24CsQUxZJh6n4zc5SUdthe8R1v-IvCrvsJfxSxjO8ZwTHgCs8Nkm1jswznq5aotzYbFJ4CHBmndtVoL', 'width': 3024}]",ChIJCxJWSh5elIAR9IMYyLajvrs,"{'compound_code': 'P6Q7+M4 Fresno, California, USA', 'global_code': '8582P6Q7+M4'}",4.3,ChIJCxJWSh5elIAR9IMYyLajvrs,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",119.0,"FAC Water Tower, 2444 Fresno St, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.8134584, 'lng': -119.8970095}, 'viewport': {'northeast': {'lat': 36.81532492989272, 'lng': -119.8950045701072}, 'southwest': {'lat': 36.81262527010728, 'lng': -119.8977042298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Island Waterpark,{'open_now': False},"[{'height': 660, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108725121487287033480"">A Google User</a>'], 'photo_reference': 'AeJbb3e6pae-upr-SytvhuTt3MjnIUTvGflEFDe3rycswJMnt_n9KpvB_EjqnRBMFBBvgimsG8tX9rrtnkNcVjitkrFeqq7iRCou358lAIqeMKzTn-FQZNpemSm2RFKhY8Md5VBPxX0OrTvN5lqNqnsZgA8KMlbgLqo6th2LYfd0nv291EVK', 'width': 1216}]",ChIJDTApsFxvlIAR3RF9pnRXK0E,"{'compound_code': 'R473+95 Fresno, California, USA', 'global_code': '8582R473+95'}",4.4,ChIJDTApsFxvlIAR3RF9pnRXK0E,GOOGLE,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",2308.0,"6099 W Barstow Ave, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.8658706, 'lng': -119.7815989}, 'viewport': {'northeast': {'lat': 36.86729847989272, 'lng': -119.7803863201073}, 'southwest': {'lat': 36.86459882010728, 'lng': -119.7830859798928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Shinzen Friendship Garden Inc.,{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107879290820676773558"">A Google User</a>'], 'photo_reference': 'AeJbb3dXVnI18KuIaHPtMUtlx4bIHAKFdGHJ9jsgT48dlNe1sq1MYQK8GCEwNmUi02hkqNa8VgRGCkgXiVksz-LicpQPmj8YSNc-el7OWaLwj31z8af19gnroOqg3x5f_S41NQk8EULw5f9zg4HGj26D1RaCYBhpUZ_Ra_VydZaj0HrByzmA', 'width': 1920}]",ChIJNdePM5tClIAR0c4-qFljjqI,"{'compound_code': 'V689+89 Fresno, California, USA', 'global_code': '8582V689+89'}",4.7,ChIJNdePM5tClIAR0c4-qFljjqI,GOOGLE,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",868.0,"114 W Audubon Dr, Fresno",,
CLOSED_TEMPORARILY,"{'location': {'lat': 36.7708043, 'lng': -119.7739458}, 'viewport': {'northeast': {'lat': 36.77198422989272, 'lng': -119.7723937701073}, 'southwest': {'lat': 36.76928457010728, 'lng': -119.7750934298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Fresno Art Museum,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111664252837507526653"">Fresno Art Museum</a>'], 'photo_reference': 'AeJbb3damJeIlaxR5SMKr3pZQHapRCmS0848H2wbfpDjvQuhlhg38e1zx1aSq8yT2AoCYMVqVYYgQxYzN537KMqO2auLqcSNJvYAk-XFx97fheNzyC54cZoCySqNY7TnhuVAStXQ7qGK0uqB3l-FN6-NEd6czz8WOUISz-aKmgpPUB_aT-7Y', 'width': 3024}]",ChIJc6JnXO9dlIAR-hxEzzqf4tQ,"{'compound_code': 'Q6CG+8C Fresno, California, USA', 'global_code': '8582Q6CG+8C'}",4.5,ChIJc6JnXO9dlIAR-hxEzzqf4tQ,GOOGLE,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",200.0,"2233 N First St, Fresno",,1.0
OPERATIONAL,"{'location': {'lat': 36.739746, 'lng': -119.7823905}, 'viewport': {'northeast': {'lat': 36.74117327989272, 'lng': -119.7809330701073}, 'southwest': {'lat': 36.73847362010728, 'lng': -119.7836327298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Meux Home Museum,{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116136830750695046657"">TWD Channel00</a>'], 'photo_reference': 'AeJbb3e3O6N8cTHRo_C2K7kVJFqYs3-9lJ6ABrqqrR21uD0d6pFYS93e2DJOHuKXyrOXo3B_PC5hDOmOI_YRZGvTX02oyda-rq_UhmIDLLqLTKLsrCt_5A-sfEyN2pOaxQuaqhMZNJQLJXgVNci8lSS8KHPwOxKxTqPOi3gdH0gn6XLfIsCS', 'width': 1080}]",ChIJCYBxxBhelIARZWnJkJp4OL8,"{'compound_code': 'P6Q9+V2 Fresno, California, USA', 'global_code': '8582P6Q9+V2'}",4.6,ChIJCYBxxBhelIARZWnJkJp4OL8,GOOGLE,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",108.0,"1007 R St, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.723757, 'lng': -119.9194617}, 'viewport': {'northeast': {'lat': 36.72510627989271, 'lng': -119.9181550201073}, 'southwest': {'lat': 36.72240662010727, 'lng': -119.9208546798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Kearney Mansion Museum,{'open_now': False},"[{'height': 432, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110211166828828247366"">Kearney Mansion Museum</a>'], 'photo_reference': 'AeJbb3drTHyLKgR0GS_TyHoLlvgXsbX9ET3LgxwV1Wjo4Uc5i1H9dc8kO3-4evGwCKo1Q3rKi414B6IhX0rMORve-4_dwjciJlZ8Tiy6ywvwhCP6CuTbqFcyhR-4JI03oEbSr_D43zLI-MehTiQcLj98eKLzmd1OBTSLEi10-EyiKKTSJUjm', 'width': 648}]",ChIJG-Bf_XpklIARer-HGiww0u0,"{'compound_code': 'P3FJ+G6 Fresno, California, USA', 'global_code': '8582P3FJ+G6'}",4.6,ChIJG-Bf_XpklIARer-HGiww0u0,GOOGLE,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",199.0,"7160 W Kearney Blvd, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.7068239, 'lng': -119.6996734}, 'viewport': {'northeast': {'lat': 36.70817257989273, 'lng': -119.6984339701073}, 'southwest': {'lat': 36.70547292010728, 'lng': -119.7011336298928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fresno County Blossom Trail,{'open_now': False},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116031812782446881225"">Fei Lin</a>'], 'photo_reference': 'AeJbb3fsWvAb_G-ejjrjDxJg8CNP3sMtgVXE4qrKj53y3z17XzNL5DlVKADVHKLBpzTw5MJeSF1XEAvS1CvGR65DgzDfqHRgcHQwiz3EyYlQGSFlhtrRsy4YqEPNPgI-fE-hvDPDfBjrtm8CEDuccrQtq1SPBrvWn1jtH76DFFndz4OQNspH', 'width': 4032}]",ChIJAQAAQCFelIARUlt1qr9mqH0,"{'compound_code': 'P842+P4 Fresno, California, USA', 'global_code': '8582P842+P4'}",4.4,ChIJAQAAQCFelIARUlt1qr9mqH0,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",320.0,"2629 S Clovis Ave, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.7680527, 'lng': -119.7314459}, 'viewport': {'northeast': {'lat': 36.76940212989272, 'lng': -119.7302778701073}, 'southwest': {'lat': 36.76670247010728, 'lng': -119.7329775298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Fresno Discovery Center,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106359979162045193328"">A Google User</a>'], 'photo_reference': 'AeJbb3dB55ZAuCrwLyUWZkK6EhYKmwF8cG_gzduHCNj2L4qxhRolipLv0YwTWr8F2CVUNWBxoW6TZqGHYpKWPP1kHgKqmroWNFxdHg6H3I9vzz1ywF6cLwUVQHmY-PPSHhAJXQoch0TGpB8ra_Ccs0DPJehNuPJohP6sQdM3PuFsFJBVt2wC', 'width': 4032}]",ChIJ3doHR4NelIAR7kQX_AcYGJ0,"{'compound_code': 'Q799+6C Fresno, California, USA', 'global_code': '8582Q799+6C'}",4.5,ChIJ3doHR4NelIAR7kQX_AcYGJ0,GOOGLE,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",449.0,"1944 N Winery Ave, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.7529162, 'lng': -119.82524}, 'viewport': {'northeast': {'lat': 36.75431152989272, 'lng': -119.8237270701073}, 'southwest': {'lat': 36.75161187010728, 'lng': -119.8264267298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Storyland,{'open_now': False},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111300226045677720395"">Rotary Storyland &amp; Playland</a>'], 'photo_reference': 'AeJbb3ce_MOIg1bPcrMIwSY4w2T0SFvqNI8Cht6lJXeoKSaNl8ineE1BQ0SVoPC6mLEf8kJlWq9feMUjKdqNge0F5f4Z3D6Ily1KNpQbce_Jpdq2IYRHJ43gxeRnnk_S7cy53iq-UF1K9JMbglERAkqZPQTser-rNWpubRlxCw12axcymTTo', 'width': 957}]",ChIJSa91QTJnlIAROyXImjFluxA,"{'compound_code': 'Q53F+5W Fresno, California, USA', 'global_code': '8582Q53F+5W'}",4.3,ChIJSa91QTJnlIAROyXImjFluxA,GOOGLE,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",472.0,"890 W Belmont Ave, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.7554539, 'lng': -119.8239774}, 'viewport': {'northeast': {'lat': 36.75645377989272, 'lng': -119.8224021201072}, 'southwest': {'lat': 36.75375412010728, 'lng': -119.8251017798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Roeding Park,{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107898372264023286907"">Paul Sandoval</a>'], 'photo_reference': 'AeJbb3ejM84l28aVuKuWoDo7OAQu4zJPgb5yMM_t38e6DjlPanU4L7eM6FuzPX2XlBSv6d5ZryiG0yBUeWXcmy8KACBG1_2_osqcDVSvGq8M40bwiAnP_rtk-8ee0udToftcDFswQbapyLfnLWCS1lTTjLoPeonrtlkgJbWDUxEi86Aj5L1R', 'width': 4608}]",ChIJWZNlFSVnlIAR_wI004C4Kdg,"{'compound_code': 'Q54G+5C Fresno, California, USA', 'global_code': '8582Q54G+5C'}",4.3,ChIJWZNlFSVnlIAR_wI004C4Kdg,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",902.0,"890 W Belmont Ave, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.7410647, 'lng': -119.7957339}, 'viewport': {'northeast': {'lat': 36.74232072989272, 'lng': -119.7942249201073}, 'southwest': {'lat': 36.73962107010728, 'lng': -119.7969245798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arte Américas,{'open_now': False},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108131371689735361650"">A Google User</a>'], 'photo_reference': 'AeJbb3cw9m3baUlc8BQIBFVBeVo6D4Kj3a6lRs-NxZhE_NO0RsKAKtk_kwUJQnCLxFqqq94TaRK479POADoOfpCBpVSLD79X4FzUwvtgDrNvdQH5nioF7u6fW4EIfrxs1ezyQanQprvSMrbxh7yHFshPmflSwtmjlBMobSFbp0ckbaB4jyFi', 'width': 4160}]",ChIJqWMKOqRglIARYumPWrhq4ps,"{'compound_code': 'P6R3+CM Fresno, California, USA', 'global_code': '8582P6R3+CM'}",4.6,ChIJqWMKOqRglIARYumPWrhq4ps,GOOGLE,"['tourist_attraction', 'art_gallery', 'museum', 'store', 'point_of_interest', 'establishment']",300.0,"1630 Van Ness Ave, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.8092688, 'lng': -119.7783668}, 'viewport': {'northeast': {'lat': 36.81046352989271, 'lng': -119.7770353201073}, 'southwest': {'lat': 36.80776387010727, 'lng': -119.7797349798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Armenian Heritage Museum,{'open_now': False},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100815300441789164089"">Brandt Cross</a>'], 'photo_reference': 'AeJbb3f1wDsO8KZyYYYrTyzcsm6dvtTzYOrAUm0vCYw_h4RxMmxnSaqZfAcjU7gNLeZPmWyK_m6j4eipqUrhpTUz1S7wXZLq5k6SYH4ToSiWgLOodceh36Pazi5ewODh-y8aapx410q7RsCQSC3_aioefILzDxg5C0K-d_CfjQwAfp1mU8QL', 'width': 4096}]",ChIJsVoBUGVdlIARqN_70_Z8ork,"{'compound_code': 'R65C+PM Fresno, California, USA', 'global_code': '8582R65C+PM'}",4.4,ChIJsVoBUGVdlIARqN_70_Z8ork,GOOGLE,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",16.0,"550 E Shaw Ave, Fresno",,
OPERATIONAL,"{'location': {'lat': 36.732435, 'lng': -119.7887384}, 'viewport': {'northeast': {'lat': 36.73381107989272, 'lng': -119.7873575201073}, 'southwest': {'lat': 36.73111142010728, 'lng': -119.7900571798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Downtown Fresno Foundation,{'open_now': False},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115332281867826635410"">A Google User</a>'], 'photo_reference': 'AeJbb3fXeDF1IpB6IDzduZNc83tNqZ7WUXLmxdv0za6QKtcuzVPSCzmQ9oKYtOXP9pigZFUaoPn9xfx4mRzX3hsXZabr_9hXl1fiD9a7Mjo85XhBGYHUZxeUx05Ctvh5Ke4a4qwLrn3tCqr-OFQu_iNNz9ny1I4js3SMx7VwviDXi40Zpo-a', 'width': 2448}]",ChIJhdAwHp5glIAR_lFk4bJxGoE,"{'compound_code': 'P6J6+XF Fresno, California, USA', 'global_code': '8582P6J6+XF'}",4.3,ChIJhdAwHp5glIAR_lFk4bJxGoE,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",57.0,"845 Fulton St, Fresno",,
