card_uid,place_id,geometry,name,photos,vicinity,update,business_status,likes,dislikes,mustDos
1,ChIJS29UlTFnlIAR1oHSqxi5gO4,"{'location': {'lat': 36.7528904, 'lng': -119.8224137}, 'viewport': {'northeast': {'lat': 36.75377687989272, 'lng': -119.8215633201073}, 'southwest': {'lat': 36.75107722010728, 'lng': -119.8242629798928}}}",Fresno Chaffee Zoo,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113434749977073019731"">Rose Jones</a>'], 'photo_reference': 'AeJbb3ddHsH2JCBuM3wBNnWZ6jMgFMrSumolvEHE0P1vAF6imni65CCYtdfQYoGS_IJBTwctUW3DuK1W4EAV4JD0o0SC-A-evuJEpO7CtAPHiTFWzsWIcrkGEa45aoLYb7J3MBrQjoGeqmsibMwzSnRg06gaEfFBLrsvIv1hrpZV1UCxIVY', 'width': 4032}]","894 W Belmont Ave, Fresno",23/07/2022,0.0,0,0,0
2,ChIJCxJWSh5elIAR9IMYyLajvrs,"{'location': {'lat': 36.7392625, 'lng': -119.7872468}, 'viewport': {'northeast': {'lat': 36.74062862989273, 'lng': -119.7859153201073}, 'southwest': {'lat': 36.73792897010728, 'lng': -119.7886149798927}}}",FAC Water Tower,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102877324096332144040"">Jose Ramirez</a>'], 'photo_reference': 'AeJbb3e-iVZ6CsU6aHAxkOV23jpNYktFansGBBqJQh_j9iVo3TJRVMBroKUti_9f4F5C2nCutO9TTPzS0FpDgUNjNo_FAvN5TcE5MzPr5BMz5E5SDbeKs_Xu42e6xPlTpqJvxqnUzKAwLQ0WZOloedA33uC7RUmfDHQIoKVi0yofKIGLDzkr', 'width': 3024}]","FAC Water Tower, 2444 Fresno St, Fresno",23/07/2022,0.0,0,0,0
3,ChIJDTApsFxvlIAR3RF9pnRXK0E,"{'location': {'lat': 36.8134584, 'lng': -119.8970095}, 'viewport': {'northeast': {'lat': 36.81532492989272, 'lng': -119.8950045701072}, 'southwest': {'lat': 36.81262527010728, 'lng': -119.8977042298927}}}",Island Waterpark,"[{'height': 660, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108725121487287033480"">A Google User</a>'], 'photo_reference': 'AeJbb3eRK9tEXo-BZgWsvZbptQc_3xMhMVAwG6dXzcsCL_UBhuV265T27ot5tLI7i9GHihcycwqY2X4jEZpW6aqeQW1M2Hjv5Ii1JBpPktCSxa2ND8wat7Xt2-kO1YAIbNEB2t1ZdBHXcLHMh09Rax4k_VMLhfTkXn7Cb-9fn2m0BT91mvRs', 'width': 1216}]","6099 W Barstow Ave, Fresno",23/07/2022,0.0,0,0,0
4,ChIJNdePM5tClIAR0c4-qFljjqI,"{'location': {'lat': 36.8658706, 'lng': -119.7815989}, 'viewport': {'northeast': {'lat': 36.86729847989272, 'lng': -119.7803863201073}, 'southwest': {'lat': 36.86459882010728, 'lng': -119.7830859798928}}}",Shinzen Friendship Garden Inc.,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107879290820676773558"">A Google User</a>'], 'photo_reference': 'AeJbb3cQzUSQaeRLWXjAr3isF5ZfkVFLHiqLIj_3YjHbNgpk44-plhWnZVqJyqgEJkcoZmBlBSyQ12K8HlsQlOysTK-d7kgzyaD553wYLTVJzlUqe3V7315zpktIZ-atM2RjHPflgmdZ4uBb57UtQN50wES8HqMeycsxhe7eB2G7Sc8cr4AI', 'width': 1920}]","114 W Audubon Dr, Fresno",23/07/2022,0.0,0,0,0
5,ChIJc6JnXO9dlIAR-hxEzzqf4tQ,"{'location': {'lat': 36.7708043, 'lng': -119.7739458}, 'viewport': {'northeast': {'lat': 36.77198422989272, 'lng': -119.7723937701073}, 'southwest': {'lat': 36.76928457010728, 'lng': -119.7750934298927}}}",Fresno Art Museum,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111664252837507526653"">Fresno Art Museum</a>'], 'photo_reference': 'AeJbb3fR6ey4ZbsNbAT0SeHH1Hf-dDZ1jLMCMXxBly-5P5ZBTfNDsjFyZN92Fa4aPSS092fdSIis1p_kmBUD1B25vVhLsfa_rxWvb_ce5FmNosCfItW4E1m9reGTfj4NasXwcE2vB3sMqKvcX2LxS-qutjyMBkegPKao2IMN7N4KdhkmSMVM', 'width': 3024}]","2233 N First St, Fresno",23/07/2022,1.0,0,0,0
6,ChIJAQAAQCFelIARUlt1qr9mqH0,"{'location': {'lat': 36.7068239, 'lng': -119.6996734}, 'viewport': {'northeast': {'lat': 36.70817257989273, 'lng': -119.6984339701073}, 'southwest': {'lat': 36.70547292010728, 'lng': -119.7011336298928}}}",Fresno County Blossom Trail,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116031812782446881225"">Fei Lin</a>'], 'photo_reference': 'AeJbb3eZnGfnhM_aSG41GlD4n_78g4BkUZiIfm538tvZoAv2eBdma8_6jgdILT4t9W_BH4w_QwU7W37Z4MCEdeKYsTEscoFf2XIFrknCB_opjQv2NU6ENpMUlWZPL-Ql1FpoXwLdSuqsLVgjtNhXKRQ1m62TYMi9XjHZCpR68xhPLBleNKBM', 'width': 4032}]","2629 S Clovis Ave, Fresno",23/07/2022,0.0,0,0,0
7,ChIJCYBxxBhelIARZWnJkJp4OL8,"{'location': {'lat': 36.739746, 'lng': -119.7823905}, 'viewport': {'northeast': {'lat': 36.74117327989272, 'lng': -119.7809330701073}, 'southwest': {'lat': 36.73847362010728, 'lng': -119.7836327298927}}}",Meux Home Museum,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116136830750695046657"">TWD Channel00</a>'], 'photo_reference': 'AeJbb3eOx0Q1nGWBwiI06liHJXGt50EWkcvsj4CMyB70mQLu5x82IMFarIXv7wCDh2g7gFnj1JRmq4xCeHpc4MDt-G604L3fNtv3QMGJjjIUOC7Xbnbob7Exm6bEcqJswSkibeXFH3vn0wAk8YOnMoyDVXQG5T1isd4AmCaHJqrkLucPT4gU', 'width': 1080}]","1007 R St, Fresno",23/07/2022,0.0,0,0,0
8,ChIJG-Bf_XpklIARer-HGiww0u0,"{'location': {'lat': 36.723757, 'lng': -119.9194617}, 'viewport': {'northeast': {'lat': 36.72510627989271, 'lng': -119.9181550201073}, 'southwest': {'lat': 36.72240662010727, 'lng': -119.9208546798927}}}",Kearney Mansion Museum,"[{'height': 432, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110211166828828247366"">Kearney Mansion Museum</a>'], 'photo_reference': 'AeJbb3frgkNRydO6lKPE59UnIS5j-2MTIzcIHql3_PWSzqrYcK3ElLG0d7Ya5405DsFlorBQMUnjk7_iPU2FXD4WbkoEB92UcEs9fTR14CFcJZCZ6aniEn89jWFHjdYqu75UfMR2rVueUQZLV1xtmh6J7EqV4oAkrhIK7uMkmOF404rDTSKU', 'width': 648}]","7160 W Kearney Blvd, Fresno",23/07/2022,0.0,0,0,0
9,ChIJ3doHR4NelIAR7kQX_AcYGJ0,"{'location': {'lat': 36.7680527, 'lng': -119.7314459}, 'viewport': {'northeast': {'lat': 36.76940212989272, 'lng': -119.7302778701073}, 'southwest': {'lat': 36.76670247010728, 'lng': -119.7329775298927}}}",Fresno Discovery Center,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106359979162045193328"">A Google User</a>'], 'photo_reference': 'AeJbb3c6ai-DJLiBOXhsyxbpS9OUehqaXKbP_MdT_YpcRUa7uljvsqjZ0tlJixoxys0BUQXdBYeXk2nIyehG-QyBO55sRZgxe-HfftcBK6eItqmxlKgiDxHTkHgZlYV-cELFE11JQ3RXMZuVXvr3RE0inLk5L4CXXJtaAeWcfY-AJxxFmdYO', 'width': 4032}]","1944 N Winery Ave, Fresno",23/07/2022,0.0,0,0,0
10,ChIJSa91QTJnlIAROyXImjFluxA,"{'location': {'lat': 36.7529162, 'lng': -119.82524}, 'viewport': {'northeast': {'lat': 36.75431152989272, 'lng': -119.8237270701073}, 'southwest': {'lat': 36.75161187010728, 'lng': -119.8264267298927}}}",Storyland,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111300226045677720395"">Rotary Storyland &amp; Playland</a>'], 'photo_reference': 'AeJbb3chcYSA4XzLOcRWlS289VXAktAVjTPbd6fxJrqZrRcC3l8YZ3J0WuqlMn_uN37wwOG_7zb69wqxb74iGVPyB7hcVGcwGk-zuzp94sYrZ5rU1EpPE1moz2XKq38OGohJRMmgJu0CnsQPNdPs4KpMXP3S1rPYCyyeCAMDKnECmm4mb01g', 'width': 957}]","890 W Belmont Ave, Fresno",23/07/2022,0.0,0,0,0
11,ChIJqWMKOqRglIARYumPWrhq4ps,"{'location': {'lat': 36.7410647, 'lng': -119.7957339}, 'viewport': {'northeast': {'lat': 36.74232072989272, 'lng': -119.7942249201073}, 'southwest': {'lat': 36.73962107010728, 'lng': -119.7969245798927}}}",Arte Américas,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108131371689735361650"">A Google User</a>'], 'photo_reference': 'AeJbb3fIEXXEQstMjemESDW5bbqOnOSCgwdfRCwYmb0EMktljXGELICNbzT8hktq_77GCgBwcPp930TzVa0f26ioJ1Bqn1ZRn5K16DeA7SeB5sEpD1EQn7SYLvstON8GkGGVZB5HUAxjnikAX4KULw8wd-Ypj7dNHV-eGYXOYbVWsRsH4NLJ', 'width': 4160}]","1630 Van Ness Ave, Fresno",23/07/2022,0.0,0,0,0
12,ChIJsVoBUGVdlIARqN_70_Z8ork,"{'location': {'lat': 36.8092688, 'lng': -119.7783668}, 'viewport': {'northeast': {'lat': 36.81046352989271, 'lng': -119.7770353201073}, 'southwest': {'lat': 36.80776387010727, 'lng': -119.7797349798927}}}",Armenian Heritage Museum,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100815300441789164089"">Brandt Cross</a>'], 'photo_reference': 'AeJbb3e3MCwJ0qhcRjaZTbQ_Lyu-4e7EjNfrlnwhA8ZNwKCsiysln60d9PxyNaVskggE8VMUzFrYd0FjSrl_i_e6t2eSLimBx9QShXQI9-o2WOZWTV-Ums4KrlrsoHjgqSstnf2A3NtM8KQ9MjCxw--3hzAMQw46b0G0tWRZVELwVAn1uUpJ', 'width': 4096}]","550 E Shaw Ave, Fresno",23/07/2022,0.0,0,0,0
13,ChIJWZNlFSVnlIAR_wI004C4Kdg,"{'location': {'lat': 36.7554539, 'lng': -119.8239774}, 'viewport': {'northeast': {'lat': 36.75645377989272, 'lng': -119.8224021201072}, 'southwest': {'lat': 36.75375412010728, 'lng': -119.8251017798927}}}",Roeding Park,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107898372264023286907"">Paul Sandoval</a>'], 'photo_reference': 'AeJbb3c-oI6va0QBKrWd7KktifXMNDHU66tz6KaHmx-H9FyhJk6VRoNOUpxNA3XARaX5OqBX5uPS-aiJlkQV9rSGnAYEe3-FXCiLKFSNj_9QG7iC3J3AsSPje2V98M5crGzRBtYkGvAYyaVEJZfBXBGqN5yvEnus7UfuLcoEvC5HAx0fYkCH', 'width': 4608}]","890 W Belmont Ave, Fresno",23/07/2022,0.0,0,0,0
14,ChIJhdAwHp5glIAR_lFk4bJxGoE,"{'location': {'lat': 36.732435, 'lng': -119.7887384}, 'viewport': {'northeast': {'lat': 36.73381107989272, 'lng': -119.7873575201073}, 'southwest': {'lat': 36.73111142010728, 'lng': -119.7900571798927}}}",Downtown Fresno Foundation,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115332281867826635410"">A Google User</a>'], 'photo_reference': 'AeJbb3fxSYSBo0qN5sXl39r-vYv4LUR-RvAPczDTpiOY0oJHzdaFEYfls9ipbjkZmOg1YNocwH5ITceHT0yviT7VNEKM-QTilR39_GlXx0Wv4xJGNOx1FL5Yc4MfSVa1IG8GqbiuSduDIBuwHNdy4h6x64jWDlNo3BVW-lsqr7u5gjOIeckz', 'width': 2448}]","845 Fulton St, Fresno",23/07/2022,0.0,0,0,0
15,ChIJWc-FWklclIARJGx8zHkZ_BQ,"{'location': {'lat': 36.791363, 'lng': -119.7299482}, 'viewport': {'northeast': {'lat': 36.79270092989272, 'lng': -119.7285816201073}, 'southwest': {'lat': 36.79000127010728, 'lng': -119.7312812798927}}}",Blackbeard's Family Entertainment,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100227951991237865542"">Ruby Balderama</a>'], 'photo_reference': 'AeJbb3cdPg1pUamG5kJm7-7YV-TFAWabeuY3YXhM8bJUYwJEDDgdLGsfGLpND0-ay8N07iypcztAOnHH1CFWjByJIThy9LIq8O7FuyzdmhomMej3_aodG_MyEHR5V-Rfo8i7dJvEZG6_4nCBA_pCHpQ8YSbpJIWuJ57SdtXCxc5WPtx4nOqg', 'width': 4160}]","4055 N Chestnut Diagonal, Fresno",23/07/2022,0.0,0,0,0
16,ChIJEZzgMh5elIARyMQncVTawag,"{'location': {'lat': 36.7394912, 'lng': -119.7881106}, 'viewport': {'northeast': {'lat': 36.74080032989271, 'lng': -119.7867174201073}, 'southwest': {'lat': 36.73810067010727, 'lng': -119.7894170798927}}}",Veterans Memorial Museum Inc,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110852665280236119082"">Daniel Draper</a>'], 'photo_reference': 'AeJbb3e0AzljdmtCA1KnrryW7HLEXVaRmhlzkeFKi7tGGGc7F09tHYLOuOOkW7JWLbYdps72s6e7iSorhNDby2orxFsjoEpYmdjACLt74W54Vv-aYVCAd_TXCw2eFX-AirPx-kd8MTXRfsgQomU_e010FTCHCe-BbkExCPfdTtktb5PdisOA', 'width': 1117}]","2425 Fresno St, Fresno",23/07/2022,0.0,0,0,0
17,ChIJGxWH9J9glIARuCqivQaBPts,"{'location': {'lat': 36.7818523, 'lng': -119.8040987}, 'viewport': {'northeast': {'lat': 36.78320202989272, 'lng': -119.8027713701073}, 'southwest': {'lat': 36.78050237010728, 'lng': -119.8054710298928}}}",Christmas Tree Lane,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108074116281121957350"">Chris Marshall</a>'], 'photo_reference': 'AeJbb3eeDfytNSBbHRWUqBGlVZQdvUrvUGS4rHEUyWG8nOnTf1qJyfsAekf-9WbZ5cbNn0IuTgr4v5ObkbdmKwlAF5XMPmhjaEkQGXJ6lqj8BY0ki9HJUNZz0F7ONUXPIwqxgP6h4FK3g5UYm-xuPXXpvGN0sQUA9K2ptrod17F7Bq2mc4D5', 'width': 4032}]","3204 N Van Ness Blvd, Fresno",23/07/2022,0.0,0,0,0
18,ChIJR9Ef4dNnlIARA79iiPTt7X0,"{'location': {'lat': 36.8172875, 'lng': -119.8296296}, 'viewport': {'northeast': {'lat': 36.81867362989271, 'lng': -119.8288841701073}, 'southwest': {'lat': 36.81597397010727, 'lng': -119.8315838298928}}}",Oso de Oro Park,"[{'height': 749, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116373884527966242301"">Gregory L. Klem</a>'], 'photo_reference': 'AeJbb3eCsIB2CS0g4aF9WkQxN_IIT4FIiDo5wpmIM_XaY53q6BWv3EcneejIBvy0T92dqbvnkGB-8TBlWSi7Sx2pYNcSYk1sBhfYk-5UxlXM3Op3Rfmh8FnU0WuIyNuoxhkBxXfaN4gq7q3s9Q5omYF2ROXdO8hgHalYAqQFBAw-lVSgfmJ7', 'width': 1000}]","5550 N Forkner Ave, Fresno",23/07/2022,0.0,0,0,0
19,ChIJQRkTP_dllIARDf3o_1YA3kw,"{'location': {'lat': 36.8015684, 'lng': -119.8946337}, 'viewport': {'northeast': {'lat': 36.80252502989272, 'lng': -119.8932752701073}, 'southwest': {'lat': 36.79982537010728, 'lng': -119.8959749298927}}}",Inspiration Park,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113290824781967155512"">Felipe</a>'], 'photo_reference': 'AeJbb3cqKqBD0C0YcfuP_99XscQnKesmtGM8W01iFnJ14CVVGn-1Y7duWKRUKeFRdii3ql0uWRQraOUgvN7bEHv6CXzVHyAfCUBUFI3ewhOObRRmbxMQpCfTYtBA5VDltk6Zd0a9M2WLIwG0KhgRZCQGZDAXe4r_SGQgwGcGyMOczEcjOith', 'width': 3024}]","5770 W Gettysburg Ave, Fresno",23/07/2022,0.0,0,0,0
20,ChIJNaP4K3pklIARBLZB8WUVUJI,"{'location': {'lat': 36.7278092, 'lng': -119.9127611}, 'viewport': {'northeast': {'lat': 36.72916097989272, 'lng': -119.9114296201073}, 'southwest': {'lat': 36.72646132010728, 'lng': -119.9141292798927}}}",Kearney Park,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112203736377885503550"">Kim R</a>'], 'photo_reference': 'AeJbb3eksNGyAxSOKRUJMYRFOw_QFHjy8YoHn8t5iPNFnLk9VU-Z8Xi_fUSi89pX1CF4trg_8m6lZ963YR_VKz5rjSF2xydGGiPougG_26Y5hJ83M3JXd4TiQ1JKHqtY5rgTrk2QD4LTHN0Fk4l6fPcNI8kBKF2c1Ap6zsJAl3t1UACue8XF', 'width': 4032}]","6725 W Kearney Blvd, Fresno",23/07/2022,0.0,0,0,0
21,ChIJ6XHs-Z5glIARoOhyv8RjadE,"{'location': {'lat': 36.7317737, 'lng': -119.7910053}, 'viewport': {'northeast': {'lat': 36.73304932989272, 'lng': -119.7897585701073}, 'southwest': {'lat': 36.73034967010728, 'lng': -119.7924582298927}}}",Fresno Grizzlies,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107357934382093119584"">A Google User</a>'], 'photo_reference': 'AeJbb3dxrqDtqxTy574DboRlArPwYC_BtGn3vn9CJHmWvwBoTnHHj3y2fHwC6UXtY_6yCmnA2shBdoS3kdlNTVvMSVK2WkJi6k_dO_tHuA0kxFDwpx_JDR-P0-_vt-qCtSnyvuXA7NcnYNfNclzaIS-gG-kt7-exyb74Gpsp0IXnOLLd4asd', 'width': 2048}]","Chukchansi Park, 1800 Tulare St, Fresno",23/07/2022,0.0,0,0,0
22,ChIJKwPKNC1elIARQVM-IlZr81k,"{'location': {'lat': 36.7191758, 'lng': -119.778844}, 'viewport': {'northeast': {'lat': 36.72052897989272, 'lng': -119.7776097201073}, 'southwest': {'lat': 36.71782932010727, 'lng': -119.7803093798927}}}",Van Ness Arch (Fresno entrance gate),"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111740391566955484609"">te rp</a>'], 'photo_reference': 'AeJbb3e8e83tPUABLBrPv5slPOWJH5I0ND7NL7a0EVGwer8O71TjfvFaM9zmr8k2Tg4wlBbclB-vVCo4B_46fQ5wQtc2lDNP0TQbs_hy4n7Ny5mCE-xeTHbA6yD36Vp0LIXxXBK1yjqA_w-AOI3diEtNcomcddgZ8TC91ouI9zDQP2i-7mFO', 'width': 4608}]","2235 S Van Ness Ave, Fresno",23/07/2022,0.0,0,0,0
23,ChIJC9LHQoFClIARvZg3rQXgiOw,"{'location': {'lat': 36.8707917, 'lng': -119.7844823}, 'viewport': {'northeast': {'lat': 36.87199712989272, 'lng': -119.7828850701073}, 'southwest': {'lat': 36.86929747010728, 'lng': -119.7855847298927}}}",Woodward Park (Fresno),"[{'height': 2624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112125839126892829805"">A Google User</a>'], 'photo_reference': 'AeJbb3cpgVN-f1WBshoPKQEEIdY6SM_qjIe-eMcBHFaMda3QDexS4xOIoEufgWLPGmjl3uAnVm0ZyCpBv7iEJt2IlVK6nPc-6dZY1Oip7B1vow14R4-rYAzgzjrNgWkuhx7q8Aa4ixIotpcRGcq738I2fCQcbebpdyFmteQlqgwk9dlnFovy', 'width': 3936}]",Fresno,23/07/2022,0.0,0,0,0
24,ChIJHaNjWrddlIARuR4HbU_JCLQ,"{'location': {'lat': 36.791409, 'lng': -119.751057}, 'viewport': {'northeast': {'lat': 36.79265032989272, 'lng': -119.7500059201073}, 'southwest': {'lat': 36.78995067010727, 'lng': -119.7527055798927}}}",Granite Park,"[{'height': 2269, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118145609239192671230"">A Google User</a>'], 'photo_reference': 'AeJbb3e6jFgz0Rvl4aWMWeVr7Vg_W8gUPv6CkWQ-hX6ep4cPzEU7cDzfPwvFtI0lk4a4ZPRFtayBXbAnRsD_iaRMeMqD3OZPm7qnMGQc9l3PY7YoAn7ReeSfoNItniVCPvXacK4zYkTZGWraUcgZ-zKCfk2NsMNhE4n0iZd0glvpoERtFEEs', 'width': 4032}]","4000 N Cedar Ave, Fresno",23/07/2022,0.0,0,0,0
25,ChIJdTZMD05nlIAR9TtEGxzSbVs,"{'location': {'lat': 36.7579827, 'lng': -119.8014524}, 'viewport': {'northeast': {'lat': 36.75924422989272, 'lng': -119.7998932701073}, 'southwest': {'lat': 36.75654457010727, 'lng': -119.8025929298927}}}",Tower Theatre for the Performing Arts,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117164862421120089514"">The Tower Theatre</a>'], 'photo_reference': 'AeJbb3f1WvyrMlrVjpT4p3rm9CJHFj_pRKl21pn0yaE6UlyTjU6dk5wPphQ_z_QBKoRuxy7GD9IuFsYVe-f7GBzLAuwSb9lN59bbmic04x9gkitYNMpwHV_6Wh6cE4Y8RVMbAHMj9oDC83sAQQTnqlwOCOqRYXRFeUyL2GAe0LcuvolRa2n9', 'width': 1607}]","815 E Olive Ave, Fresno",23/07/2022,0.0,0,0,0
26,ChIJHxsi01ddlIAReTosZFFpiyg,"{'location': {'lat': 36.8271631, 'lng': -119.7884434}, 'viewport': {'northeast': {'lat': 36.82858092989272, 'lng': -119.7871402201073}, 'southwest': {'lat': 36.82588127010727, 'lng': -119.7898398798928}}}",Method of Escape,"[{'height': 1151, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102124641245053434064"">Breakout Fresno</a>'], 'photo_reference': 'AeJbb3c77Yr3_QBAoX7V6Ih-eS8t3ipdFl5q1rZ2rG9M86jhcCGA3BJxjo2sSbe67xYtce5N1P2ah_gPgkBK2uwmVeGUH86v8DCfBTiGq0xXAxlQ8XA7dwNyKltZl7OcIdPWPNMBbz5OOBK41bxgTP0QPHl7z1on1SxnLYMqa-7LlJ_v8KxY', 'width': 2048}]","90 E Escalon Ave #108, Fresno",23/07/2022,0.0,0,0,0
27,ChIJsyDmSL9nlIARldQ4BmnhXlw,"{'location': {'lat': 36.7544945, 'lng': -119.8193563}, 'viewport': {'northeast': {'lat': 36.75579542989273, 'lng': -119.8180186701073}, 'southwest': {'lat': 36.75309577010728, 'lng': -119.8207183298927}}}",Japanese American Memorial,,"929 N Fruit Ave, Fresno",23/07/2022,1.0,0,0,0
28,ChIJL2lJKRlelIARj-NNkPHxQuU,"{'location': {'lat': 36.7407173, 'lng': -119.7826311}, 'viewport': {'northeast': {'lat': 36.74211027989273, 'lng': -119.7813372701073}, 'southwest': {'lat': 36.73941062010728, 'lng': -119.7840369298927}}}",Saint John's Cathedral,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109209003323329477937"">Juan Jim</a>'], 'photo_reference': 'AeJbb3cpnSKSfLnNx1KlfvapacNFTcaISfbpWmxgLuctueA1X9lt4Y-o3RodDCY-tzMzdueQkKyK9lctKFz_3gxC4qguqT19gCCjPkee4qiFgtuVE4eJbKf9YEeavEdDyxNah_lvwGiODvhlr4-cA3fLiEkRwue4lhTy82qjowH1dKnR6sNY', 'width': 1840}]","2814 Mariposa St, Fresno",23/07/2022,0.0,0,0,0
29,ChIJ02m1-kFllIARNkNbuj75hQw,"{'location': {'lat': 36.7743337, 'lng': -119.9514524}, 'viewport': {'northeast': {'lat': 36.77568252989272, 'lng': -119.9503055201072}, 'southwest': {'lat': 36.77298287010728, 'lng': -119.9530051798927}}}",LoMac Winery,"[{'height': 608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104334100524799620213"">LoMac Winery</a>'], 'photo_reference': 'AeJbb3foYO1rrjB_BgaFrcltV_bQQRZpF-pM6pyvcmmYqqP2JyBvGP0aM-yEi-qmse3_tcjHzApZ4A2QZJdB6WYI88-t0sVni14TuDvnNjJty93k19vBntR8FuLhTVYXWUX44HrwiWgWQiSkfVknnoM426_cYozzkQK-BPClPhsgzwFDL9_b', 'width': 1080}]","2674 N Westlawn Ave, Fresno",23/07/2022,0.0,0,0,0
30,ChIJe0NYiW5wlIARAML7IEqI6yI,"{'location': {'lat': 36.7876205, 'lng': -120.0059304}, 'viewport': {'northeast': {'lat': 36.78896927989272, 'lng': -120.0047767701072}, 'southwest': {'lat': 36.78626962010728, 'lng': -120.0074764298927}}}",Moravia Wines & Event Venue,"[{'height': 315, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105418201979654499942"">Moravia Wines</a>'], 'photo_reference': 'AeJbb3csFUqFtgjW4kxWZIDW6d_yY91uJSHqJLMNqQtlu7NRUYMXXRa06Z0fM7rcrAL9juWsBcos92NPigKvxrr72354RAExgAHgsdvfCQm3V0E3VwMtHPDYdTM_Kgr8gvmM6UWhL2bBlqCVEkUeJKvw6K92oG-7kIZI8Bym_ykKwMBofgkZ', 'width': 851}]","3620 N Bishop Ave, Fresno",23/07/2022,0.0,0,0,0
31,ChIJ68BJFJ5glIARnRuKIYiDCQk,"{'location': {'lat': 36.732101, 'lng': -119.7901958}, 'viewport': {'northeast': {'lat': 36.73319992989272, 'lng': -119.7884896701073}, 'southwest': {'lat': 36.73050027010728, 'lng': -119.7911893298927}}}",Chukchansi Park,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101620751878661751998"">A Google User</a>'], 'photo_reference': 'AeJbb3fWxHv6cOfyZ000uNRyb5AsvY9O3HQe7AFHPse7F3MfTR6NYZfyGhMxfTVPashVS-_Ci-M9fG3Nn49GxrzaoPzXUZ6lpGcsffRQgnM_oGQTIs45gMWi72yLkWVBZYWcq6xfwUvuymlqjEHpoZRIsr6bI_PPz0DgV9KmM9Kye-DLxpYF', 'width': 1440}]","1800 Tulare St, Fresno",23/07/2022,0.0,0,0,0
32,ChIJ56iwcDlClIARPFwKxyG6-eU,"{'location': {'lat': 36.9067227, 'lng': -119.7570924}, 'viewport': {'northeast': {'lat': 36.90801267989272, 'lng': -119.7557404201073}, 'southwest': {'lat': 36.90531302010727, 'lng': -119.7584400798928}}}","San Joaquin River Parkway and Conservation Trust, Inc.","[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110232629339059558477"">San Joaquin River Parkway</a>'], 'photo_reference': 'AeJbb3fVmqgBZoRwpdvnlzE8zvK5B4vUgf2nC07nrYzROy-P0r0Xv8m-8X0bhpSNwsSqVpDyxMixGuC6iN9S4wjBraKMOKRgjY75Ud-zFLbH-4hBD2_aDfPllgOv5THYU6Z-4FO2lkhl8JryAJ3IpWe_WFEiQuTSO7Tlfi4ITZgFdjHQ6oFg', 'width': 2048}]","11605 Old Friant Rd, Fresno",23/07/2022,0.0,0,0,0
